"year_week","region","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2012-45","Sardinia",6,0,5446,0,0,0,0,0,0,0,0,0
"2012-46","Piedmont",33,96,43389,2.21,16,6.32,16,3.44,53,2.02,11,1.1
"2012-46","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2012-46","Lombardy",140,132,195679,0.67,42,2.37,13,0.43,64,1.65,13,0.33
"2012-46","AP Bolzano",6,8,9046,0.88,4,17.7,3,2.71,1,0.17,0,0
"2012-46","AP Trento",12,20,15081,1.33,11,6.55,6,1.89,3,0.39,0,0
"2012-46","Veneto",0,0,0,0,0,0,0,0,0,0,0,0
"2012-46","Friuli-Venezia Giulia",15,6,20069,0.3,0,0,1,0.33,4,1.34,1,0.21
"2012-46","Liguria",36,41,40918,100,15,6.38,7,1.88,11,1.41,8,0.7
"2012-46","Emilia Romagna",38,43,49170,0.87,15,3.24,11,1.18,17,0.67,0,0
"2012-46","Tuscany",48,47,61243,0.77,0,0,4,0.64,37,2.63,6,0.39
"2012-46","Umbria",11,7,13575,0.52,3,2.22,3,1.24,1,0.89,0,0
"2012-46","Marche",5,7,5579,1.25,0,0,0,0,7,2.73,0,0
"2012-46","Lazio",65,70,84664,0.83,1,0.27,4,0.49,57,1.04,8,0.45
"2012-46","Abruzzo",14,6,14753,0.41,2,1.14,1,0.33,3,0.99,0,0
"2012-46","Molise",0,0,0,0,0,0,0,0,0,0,0,0
"2012-46","Campania",26,41,34094,1.2,4,1.59,4,0.93,30,1.38,3,0.54
"2012-46","Apulia",111,31,144618,0.21,12,1.65,4,0.26,10,0.26,5,0.18
"2012-46","Basilicata",0,0,0,0,0,0,0,0,0,0,0,0
"2012-46","Calabria",12,37,15455,2.39,15,6.83,9,1.97,10,4.34,3,1.59
"2012-46","Sicily",51,80,65479,1.22,3,1.68,2,0.5,63,4.37,12,0.79
"2012-46","Sardinia",9,8,10091,0.79,1,0.76,1,0.47,4,0.84,2,1.07
"2012-47","Piedmont",27,91,35649,2.55,22,12.31,22,6.28,39,1.78,8,0.94
"2012-47","Aosta Valley",3,13,3860,3.37,4,10.34,4,7.55,3,1.39,2,2.53
"2012-47","Lombardy",133,183,187568,0.98,46,3.04,22,0.82,106,2.71,9,0.24
"2012-47","AP Bolzano",6,15,10250,1.46,6,26.67,5,4.66,3,0.44,1,0.45
"2012-47","AP Trento",11,23,13827,1.66,11,8.26,8,3.2,4,0.54,0,0
"2012-47","Veneto",60,32,78691,0.41,2,0.45,1,0.11,26,0.55,3,0.16
"2012-47","Friuli-Venezia Giulia",11,5,14925,0.34,0,0,0,0,4,1.14,1,0.28
"2012-47","Liguria",39,24,44924,0.53,4,1.9,3,0.74,15,2.12,2,0.16
"2012-47","Emilia Romagna",40,83,55256,1.5,26,7.86,19,2.68,32,100,6,0.47
"2012-47","Tuscany",49,54,61933,0.87,2,0.65,2,0.32,41,3.22,9,0.59
"2012-47","Umbria",10,10,12027,0.83,4,3.24,4,1.61,2,0.83,0,0
"2012-47","Marche",11,9,15166,0.59,0,0,2,2.15,5,0.5,2,0.52
"2012-47","Lazio",74,91,94233,0.97,8,1.4,9,0.78,68,1.17,6,0.32
"2012-47","Abruzzo",12,6,12190,0.49,3,2.07,2,0.73,1,0.4,0,0
"2012-47","Molise",0,0,0,0,0,0,0,0,0,0,0,0
"2012-47","Campania",23,31,28187,1.1,3,0.92,11,2.13,14,0.88,3,0.77
"2012-47","Apulia",102,37,129370,0.29,16,1.81,6,0.34,11,0.57,4,0.17
"2012-47","Basilicata",0,0,0,0,0,0,0,0,0,0,0,0
"2012-47","Calabria",8,17,10395,1.64,3,1.93,3,0.98,11,7.36,0,0
"2012-47","Sicily",51,82,64307,1.28,7,4.45,3,0.7,57,3.47,15,1.01
"2012-47","Sardinia",8,2,7592,0.26,0,0,0,0,2,0.88,0,0
"2012-48","Piedmont",28,85,36591,2.32,5,3.34,5,1.68,62,2.65,13,1.49
"2012-48","Aosta Valley",5,12,5871,2.04,4,6.18,5,5.17,3,0.99,0,0
"2012-48","Lombardy",143,225,200168,1.12,53,3.09,42,1.42,114,3.07,16,0.41
"2012-48","AP Bolzano",7,8,11118,0.72,2,8.85,4,3.57,2,0.27,0,0
"2012-48","AP Trento",12,21,15409,1.36,16,12.02,3,1.18,2,0.23,0,0
"2012-48","Veneto",67,50,85942,0.58,2,0.36,4,0.34,37,0.75,7,0.37
"2012-48","Friuli-Venezia Giulia",13,16,17656,0.91,1,0.74,1,0.46,12,2.9,2,0.46
"2012-48","Liguria",41,48,48680,0.99,11,5.22,4,0.98,28,2.74,5,0.36
"2012-48","Emilia Romagna",51,93,67822,1.37,28,5.27,22,2.07,37,0.98,6,0.42
"2012-48","Tuscany",42,44,54233,0.81,7,3.14,5,0.89,29,2.25,3,0.23
"2012-48","Umbria",11,13,13381,0.97,4,2.31,7,2.35,2,0.8,0,0
"2012-48","Marche",12,21,13836,1.52,3,1.2,3,0.63,13,2.71,2,1.15
"2012-48","Lazio",70,130,90207,1.44,14,2.68,10,0.97,99,1.76,7,0.38
"2012-48","Abruzzo",13,8,13115,0.61,3,1.64,0,0,4,1.64,1,0.44
"2012-48","Molise",0,0,0,0,0,0,0,0,0,0,0,0
"2012-48","Campania",26,60,32867,1.83,7,2.44,22,4.37,29,1.42,2,0.44
"2012-48","Apulia",120,42,153241,0.27,7,0.72,8,0.43,24,0.78,3,0.1
"2012-48","Basilicata",0,0,0,0,0,0,0,0,0,0,0,0
"2012-48","Calabria",13,41,17116,2.4,10,5.34,8,2.03,21,7.29,2,0.76
"2012-48","Sicily",57,82,73505,1.12,2,1.26,2,0.44,65,3.62,13,0.78
"2012-48","Sardinia",7,4,7672,0.52,0,0,0,0,4,1.15,0,0
"2012-49","Piedmont",34,87,45390,1.92,13,4.91,10,1.97,57,2.1,7,0.67
"2012-49","Aosta Valley",5,15,5989,2.5,3,4.64,5,5.07,6,1.93,1,0.8
"2012-49","Lombardy",142,236,199864,1.18,67,4.46,32,1.19,126,3.5,11,0.27
"2012-49","AP Bolzano",9,10,15191,0.66,2,3.41,3,1.27,5,0.54,0,0
"2012-49","AP Trento",13,38,16676,2.28,20,11.91,11,3.45,5,0.57,2,0.67
"2012-49","Veneto",69,60,89376,0.67,4,0.77,4,0.35,47,0.9,5,0.25
"2012-49","Friuli-Venezia Giulia",15,22,20596,1.07,1,0.74,1,0.42,14,2.76,6,1.17
"2012-49","Liguria",42,45,49997,0.9,11,4.32,8,1.78,22,2.09,4,0.28
"2012-49","Emilia Romagna",50,107,66350,1.61,36,6.96,13,1.29,49,1.33,9,0.63
"2012-49","Tuscany",47,67,60795,1.1,14,5.1,14,2.2,34,3.05,5,0.33
"2012-49","Umbria",10,9,12826,0.7,5,5.36,2,1.05,2,0.68,0,0
"2012-49","Marche",8,25,9219,2.71,5,6.68,9,7.36,10,1.86,1,0.53
"2012-49","Lazio",85,181,108924,1.66,31,5.36,23,1.91,116,1.69,11,0.49
"2012-49","Abruzzo",13,3,14297,0.21,0,0,0,0,3,0.97,0,0
"2012-49","Molise",0,0,0,0,0,0,0,0,0,0,0,0
"2012-49","Campania",27,70,33146,2.11,15,3.91,29,4.42,23,1.26,3,0.67
"2012-49","Apulia",112,50,144952,0.34,12,1.49,7,0.4,28,0.87,3,0.1
"2012-49","Basilicata",3,3,4338,0.69,0,0,0,0,2,0.61,1,1.03
"2012-49","Calabria",11,25,14389,1.74,9,4.86,6,1.6,8,3.42,2,0.98
"2012-49","Sicily",58,87,76071,1.14,1,0.95,3,0.71,68,3.72,15,0.86
"2012-49","Sardinia",10,5,10301,0.49,1,0.59,0,0,4,0.91,0,0
"2012-50","Piedmont",33,181,43925,4.12,28,10.51,36,7.13,101,3.88,16,1.57
"2012-50","Aosta Valley",6,30,8220,3.65,4,10.34,5,7.24,20,3.79,1,0.54
"2012-50","Lombardy",140,363,195582,1.86,106,5.96,71,2.41,162,4.03,24,0.63
"2012-50","AP Bolzano",8,18,13650,1.32,3,13.27,8,6.69,6,0.65,1,0.34
"2012-50","AP Trento",11,26,13797,1.88,12,9.02,12,4.82,2,0.27,0,0
"2012-50","Veneto",68,59,88376,0.67,1,0.19,2,0.18,52,100,4,0.2
"2012-50","Friuli-Venezia Giulia",14,19,18838,1.01,4,4.12,0,0,9,1.83,6,1.2
"2012-50","Liguria",41,77,48902,1.57,12,4.71,18,400,34,3.79,13,0.93
"2012-50","Emilia Romagna",51,130,64985,200,43,6.5,30,2.62,51,1.5,6,0.47
"2012-50","Tuscany",47,82,59232,1.38,16,4.87,20,2.96,43,3.49,3,0.21
"2012-50","Umbria",11,12,13237,0.91,6,4.87,6,2.44,0,0,0,0
"2012-50","Marche",11,31,14027,2.21,4,3.94,7,3.32,20,2.53,0,0
"2012-50","Lazio",80,188,103206,1.82,30,5.37,26,2.33,126,1.93,6,0.28
"2012-50","Abruzzo",13,25,13831,1.81,3,1.99,3,1.07,18,7.57,1,0.37
"2012-50","Molise",5,18,5022,3.58,10,7.26,8,3.8,0,0,0,0
"2012-50","Campania",52,161,63509,2.54,37,4.88,49,3.61,65,1.96,10,1.09
"2012-50","Apulia",107,60,137350,0.44,17,2.18,11,0.67,27,1.02,5,0.19
"2012-50","Basilicata",1,1,1518,0.66,0,0,0,0,1,0.78,0,0
"2012-50","Calabria",14,37,18834,1.96,16,8.55,7,1.77,13,3.81,1,0.32
"2012-50","Sicily",51,112,67195,1.67,3,2.24,7,1.57,85,5.99,17,1.13
"2012-50","Sardinia",8,13,8297,1.57,1,0.76,1,0.49,11,3.16,0,0
"2012-51","Piedmont",32,210,42613,4.93,53,22.42,75,16.69,75,2.9,7,0.71
"2012-51","Aosta Valley",5,34,5896,5.77,5,7.73,7,7.1,17,5.66,5,3.97
"2012-51","Lombardy",114,364,162873,2.23,108,8.61,82,4.05,144,4.62,30,0.88
"2012-51","AP Bolzano",8,18,13650,1.32,7,30.97,2,1.67,9,0.97,0,0
"2012-51","AP Trento",12,46,15443,2.98,25,19.22,8,3.04,13,1.5,0,0
"2012-51","Veneto",62,94,79919,1.18,20,3.78,20,1.79,46,100,8,0.46
"2012-51","Friuli-Venezia Giulia",10,12,13451,0.89,1,1.03,2,1.36,7,2.26,2,0.58
"2012-51","Liguria",40,72,48268,1.49,28,10.98,17,3.76,23,2.34,4,0.3
"2012-51","Emilia Romagna",45,165,62578,2.64,37,13.42,39,6.07,82,2.15,7,0.46
"2012-51","Tuscany",39,103,49535,2.08,26,11.65,17,3.12,56,5.58,4,0.33
"2012-51","Umbria",10,20,12446,1.61,7,5.68,10,4.03,2,1.33,1,0.39
"2012-51","Marche",15,34,18869,1.8,3,2.32,0,0,29,2.66,2,0.51
"2012-51","Lazio",76,279,98429,2.83,58,10.76,63,5.54,145,2.35,13,0.65
"2012-51","Abruzzo",7,25,7097,3.52,6,6.95,4,2.65,10,9.6,5,3.71
"2012-51","Molise",0,0,0,0,0,0,0,0,0,0,0,0
"2012-51","Campania",9,66,10887,6.06,10,11.22,28,11.99,26,4.22,2,1.33
"2012-51","Apulia",77,58,100745,0.58,16,3.14,6,0.54,27,1.3,9,0.46
"2012-51","Basilicata",2,3,2654,1.13,0,0,0,0,3,1.58,0,0
"2012-51","Calabria",5,14,6061,2.31,10,11.11,4,1.81,0,0,0,0
"2012-51","Sicily",46,87,60454,1.44,0,0,2,0.52,71,5.11,14,100
"2012-51","Sardinia",5,79,6153,12.84,19,31.51,11,11.42,44,12.61,5,4.55
"2012-52","Piedmont",22,246,29909,8.22,25,16.66,62,23.49,141,7.75,18,2.38
"2012-52","Aosta Valley",2,10,2884,3.47,0,0,1,8.85,7,3.43,2,2.75
"2012-52","Lombardy",114,364,162873,2.23,108,8.61,82,4.05,144,4.62,30,0.88
"2012-52","AP Bolzano",3,6,4481,1.34,2,5.54,2,1.62,2,0.93,0,0
"2012-52","AP Trento",8,22,9968,2.21,12,12.59,3,1.56,6,1.11,1,0.6
"2012-52","Veneto",43,32,54776,0.58,7,1.68,5,0.58,18,0.6,2,0.16
"2012-52","Friuli-Venezia Giulia",10,12,13451,0.89,1,1.03,2,1.36,7,2.26,2,0.58
"2012-52","Liguria",40,72,48268,1.49,28,10.98,17,3.76,23,2.34,4,0.3
"2012-52","Emilia Romagna",34,174,47178,3.69,45,13.46,51,8.75,69,2.57,9,0.81
"2012-52","Tuscany",39,103,49535,2.08,26,11.65,17,3.12,56,5.58,4,0.33
"2012-52","Umbria",10,20,12446,1.61,7,5.68,10,4.03,2,1.33,1,0.39
"2012-52","Marche",10,29,12704,2.28,4,4.73,3,2.56,17,2.22,5,1.66
"2012-52","Lazio",57,209,73094,2.86,42,10.09,38,4.52,114,2.52,15,0.98
"2012-52","Abruzzo",7,25,7097,3.52,6,6.95,4,2.65,10,9.6,5,3.71
"2012-52","Molise",1,2,1512,1.32,0,0,0,0,2,3.72,0,0
"2012-52","Campania",26,144,31068,4.63,19,6.27,50,900,66,3.68,9,1.98
"2012-52","Apulia",77,58,100745,0.58,16,3.14,6,0.54,27,1.3,9,0.46
"2012-52","Basilicata",1,0,1503,0,0,0,0,0,0,0,0,0
"2012-52","Calabria",5,14,6061,2.31,10,11.11,4,1.81,0,0,0,0
"2012-52","Sicily",46,87,60454,1.44,0,0,2,0.52,71,5.11,14,100
"2012-52","Sardinia",4,42,4292,9.79,25,41.46,8,9.01,8,4.08,1,1.19
"2013-01","Piedmont",39,473,50969,9.28,71,22.48,71,12.27,294,9.83,37,3.05
"2013-01","Aosta Valley",5,67,6746,9.93,12,31.01,12,17.96,33,8.07,10,6.24
"2013-01","Lombardy",127,563,180064,3.13,118,8.78,91,3.72,299,7.65,55,1.53
"2013-01","AP Bolzano",7,18,11918,1.51,2,5.54,4,2.84,11,1.42,1,0.42
"2013-01","AP Trento",13,50,16589,3.01,17,10.13,11,3.46,20,2.26,2,0.69
"2013-01","Veneto",67,135,87635,1.54,11,2.08,13,1.15,92,1.79,19,0.97
"2013-01","Friuli-Venezia Giulia",16,39,20152,1.94,8,3.56,3,0.87,25,7.97,3,0.66
"2013-01","Liguria",40,94,48128,1.95,7,3.32,5,1.23,66,7.43,16,1.15
"2013-01","Emilia Romagna",55,346,74571,4.64,65,12.2,69,7.14,183,4.3,29,1.7
"2013-01","Tuscany",49,147,62669,2.35,13,4.74,20,3.13,92,7.4,22,1.44
"2013-01","Umbria",12,39,14420,2.7,10,5.77,12,4.02,12,5.45,5,1.8
"2013-01","Marche",14,71,16707,4.25,8,3.53,10,2.71,42,5.4,11,3.71
"2013-01","Lazio",76,382,99538,3.84,53,11.22,50,4.8,250,3.92,29,1.41
"2013-01","Abruzzo",12,27,12783,2.11,8,5.53,3,1.1,11,4.84,5,2.04
"2013-01","Molise",10,31,11304,2.74,9,5.58,13,4.65,7,1.39,2,1.08
"2013-01","Campania",42,372,51083,7.28,82,16.03,109,10.61,168,6.01,13,1.68
"2013-01","Apulia",111,166,140345,1.18,19,2.29,34,1.95,100,3.34,13,0.47
"2013-01","Basilicata",1,1,1143,0.87,0,0,0,0,1,1.38,0,0
"2013-01","Calabria",12,54,15295,3.53,22,10.24,22,5.14,8,4.39,2,0.98
"2013-01","Sicily",54,198,70207,2.82,6,3.94,11,2.25,135,7.61,46,3.02
"2013-01","Sardinia",7,21,7465,2.81,4,4.15,3,2.05,11,3.1,3,2.01
"2013-02","Piedmont",35,479,45910,10.43,40,17.51,52,11.46,339,11.96,48,4.47
"2013-02","Aosta Valley",5,83,6746,12.3,10,25.84,18,26.95,44,10.76,11,6.87
"2013-02","Lombardy",147,891,206942,4.31,127,7.41,151,5.13,543,13.61,70,1.69
"2013-02","AP Bolzano",9,51,15191,3.36,14,23.89,8,3.37,28,3.02,1,0.34
"2013-02","AP Trento",10,65,13304,4.89,7,5.98,10,5.31,45,5.78,3,1.22
"2013-02","Veneto",66,250,85529,2.92,34,6.42,38,3.37,153,3.07,25,1.31
"2013-02","Friuli-Venezia Giulia",15,45,19542,2.3,8,4.22,3,1.07,32,8.99,2,0.46
"2013-02","Liguria",40,170,46699,3.64,21,8.24,24,5.35,102,10.78,23,1.71
"2013-02","Emilia Romagna",60,468,80191,5.84,77,13.49,104,9.99,259,5.63,28,1.55
"2013-02","Tuscany",47,196,60224,3.25,17,5.6,22,3.62,131,10.18,26,1.71
"2013-02","Umbria",12,58,14671,3.95,15,12.17,22,8.81,14,4.85,7,2.22
"2013-02","Marche",19,164,22366,7.33,45,14.39,52,8.85,55,5.59,12,3.41
"2013-02","Lazio",81,580,103493,5.6,87,15.16,98,8.28,362,5.55,33,1.59
"2013-02","Abruzzo",13,50,14762,3.39,8,7.13,5,2.22,26,8.62,11,3.46
"2013-02","Molise",11,76,13024,5.84,23,14.26,27,9.6,24,3.67,2,0.97
"2013-02","Campania",18,272,21378,12.72,65,29.39,71,16.09,118,9.78,18,6.68
"2013-02","Apulia",116,301,150486,200,32,4.1,55,3.39,185,5.8,29,0.96
"2013-02","Basilicata",0,0,0,0,0,0,0,0,0,0,0,0
"2013-02","Calabria",10,60,13415,4.47,16,16.7,13,5.04,29,12.47,2,0.87
"2013-02","Sicily",59,262,77640,3.37,10,5.16,12,2.35,194,10.57,46,2.7
"2013-02","Sardinia",6,53,5398,9.82,26,19.08,17,9.01,9,6.22,1,1.42
"2013-03","Piedmont",39,669,52539,12.73,135,49.82,186,35.9,294,9.32,54,4.12
"2013-03","Aosta Valley",7,126,8846,14.24,17,26.28,43,40.68,57,10.8,9,4.83
"2013-03","Lombardy",139,1143,195384,5.85,230,14.17,331,11.99,536,13.65,46,1.18
"2013-03","AP Bolzano",7,61,11791,5.17,22,37.61,17,7.56,22,3.25,0,0
"2013-03","AP Trento",15,155,19531,7.94,46,27.4,45,13.94,57,5.2,7,1.91
"2013-03","Veneto",68,414,88052,4.7,89,16.99,84,7.57,206,3.97,35,1.76
"2013-03","Friuli-Venezia Giulia",14,61,18071,3.38,6,5.7,10,4.54,41,10.01,4,0.89
"2013-03","Liguria",39,285,46442,6.14,39,15.3,90,20.04,129,14.52,27,2.05
"2013-03","Emilia Romagna",52,529,66720,7.93,153,24.75,157,15.17,203,5.65,16,1.12
"2013-03","Tuscany",49,266,62648,4.25,27,8.22,50,7.23,157,12.11,32,2.08
"2013-03","Umbria",13,84,16420,5.12,17,13.79,40,15.67,25,7.62,2,0.54
"2013-03","Marche",18,383,21005,18.23,129,37.36,168,23.83,71,9.36,15,5.14
"2013-03","Lazio",84,756,109417,6.91,97,16.76,114,9.66,507,7.32,38,1.69
"2013-03","Abruzzo",12,77,13248,5.81,17,15.15,14,6.23,43,18.06,3,1.06
"2013-03","Molise",6,71,6637,10.7,29,21.06,30,14.35,11,6.02,1,0.75
"2013-03","Campania",31,495,40238,12.3,76,32.96,136,24.28,243,9.42,40,6.12
"2013-03","Apulia",119,467,153568,3.04,77,9.97,124,7.18,225,6.9,41,1.36
"2013-03","Basilicata",0,0,0,0,0,0,0,0,0,0,0,0
"2013-03","Calabria",11,72,14230,5.06,22,11.91,21,5.53,26,11.87,3,1.46
"2013-03","Sicily",59,246,76053,3.23,12,7.71,28,5.5,156,8.21,50,3.02
"2013-03","Sardinia",8,72,7848,9.17,39,22.82,15,5.98,16,6.51,2,1.71
"2013-04","Piedmont",38,744,51352,14.49,149,47.27,200,34.81,336,11.08,59,4.87
"2013-04","Aosta Valley",4,114,5242,21.75,29,74.94,45,72.93,36,11.08,4,4.04
"2013-04","Lombardy",138,1494,194946,7.66,243,15.75,550,20.15,640,16.11,61,1.56
"2013-04","AP Bolzano",10,78,16571,4.71,13,20.28,22,8.73,42,4.14,1,0.31
"2013-04","AP Trento",13,151,17028,8.87,41,30.8,45,17.56,60,6.11,5,1.5
"2013-04","Veneto",69,481,89296,5.39,123,21.96,92,7.7,222,4.28,44,2.21
"2013-04","Friuli-Venezia Giulia",16,100,21051,4.75,29,12.87,28,8.08,42,12.15,1,0.21
"2013-04","Liguria",40,417,47258,8.82,47,18.44,174,38.84,167,17.35,29,2.13
"2013-04","Emilia Romagna",57,823,76812,10.71,204,40.2,220,24.39,358,7.96,41,2.31
"2013-04","Tuscany",50,377,64008,5.89,53,16.13,84,12.06,196,15.21,44,2.85
"2013-04","Umbria",12,99,14737,6.72,23,18.65,49,19.54,22,9.32,5,1.53
"2013-04","Marche",23,606,26658,22.73,188,40.03,300,35.04,105,10.9,13,3.45
"2013-04","Lazio",84,915,107583,8.51,144,25.19,182,15.26,553,8.16,36,1.63
"2013-04","Abruzzo",14,131,15629,8.38,12,8.75,44,17.47,69,23.02,6,1.9
"2013-04","Molise",0,0,0,0,0,0,0,0,0,0,0,0
"2013-04","Campania",30,675,35801,18.85,181,43.8,211,27.37,241,12.89,42,7.98
"2013-04","Apulia",122,536,156206,3.43,100,11.99,143,7.77,257,7.46,36,1.17
"2013-04","Basilicata",2,12,2166,5.54,5,13.33,7,11.59,0,0,0,0
"2013-04","Calabria",7,60,9073,6.61,29,30.85,16,6.7,15,10.22,0,0
"2013-04","Sicily",58,319,74064,4.31,16,12.27,41,8.87,222,12.39,40,2.42
"2013-04","Sardinia",7,37,7144,5.18,8,8.59,4,2.64,24,7.09,1,0.76
"2013-05","Piedmont",35,518,45382,11.41,74,26.67,140,27.3,272,10.13,32,3.01
"2013-05","Aosta Valley",5,103,5870,17.55,16,24.73,42,41.67,39,12.41,6,5.6
"2013-05","Lombardy",140,1677,197670,8.48,288,19.02,543,20.76,775,18.89,71,1.75
"2013-05","AP Bolzano",10,74,17296,4.28,15,23.44,19,7.55,37,3.45,3,0.88
"2013-05","AP Trento",13,255,16616,15.35,73,43.48,92,28.89,83,9.37,7,2.42
"2013-05","Veneto",67,728,87635,8.31,168,31.71,213,18.83,303,5.9,44,2.24
"2013-05","Friuli-Venezia Giulia",17,163,22431,7.27,30,15.82,53,19.02,73,16.71,7,1.28
"2013-05","Liguria",37,454,43496,10.44,53,20.81,186,41.84,189,22.05,26,2.22
"2013-05","Emilia Romagna",58,1137,77762,14.62,287,41.58,389,31.8,414,9.87,47,2.82
"2013-05","Tuscany",44,475,56236,8.45,72,23.72,125,20.65,237,20.2,41,3.01
"2013-05","Umbria",11,149,13317,11.19,34,27.58,74,29.62,36,17.62,5,1.81
"2013-05","Marche",24,730,28704,25.43,208,48.86,343,42.28,154,12.93,25,5.65
"2013-05","Lazio",81,1128,104949,10.75,181,31.06,278,23.48,608,9.21,61,2.87
"2013-05","Abruzzo",14,199,14531,13.69,47,25.66,84,25.43,61,26.31,7,2.63
"2013-05","Molise",6,37,7948,4.66,4,16.95,8,11.36,20,3.85,5,2.75
"2013-05","Campania",54,906,65257,13.88,262,33.93,288,20.61,313,9.23,43,4.46
"2013-05","Apulia",120,718,154777,4.64,96,11.6,231,12.94,336,10.12,55,1.81
"2013-05","Basilicata",4,50,5532,9.04,14,43.08,11,14.63,22,6.1,3,3.54
"2013-05","Calabria",12,121,15893,7.61,32,23.85,51,16.37,32,10.69,6,2.22
"2013-05","Sicily",61,416,79713,5.22,39,18.95,66,11.79,257,13.39,54,3.12
"2013-05","Sardinia",9,81,9355,8.66,19,11.12,22,8.59,38,10.2,2,1.47
"2013-06","Piedmont",32,443,42144,10.51,86,39.2,91,21.75,229,8.94,37,3.64
"2013-06","Aosta Valley",7,118,8846,13.34,9,13.91,16,15.14,73,13.83,20,10.73
"2013-06","Lombardy",145,1617,203473,7.95,256,15.07,493,16.78,783,18.71,85,2.12
"2013-06","AP Bolzano",10,139,17282,8.04,17,25.07,49,18.48,69,6.5,4,1.2
"2013-06","AP Trento",14,269,18218,14.77,91,54.2,84,26.1,84,8.37,10,3.04
"2013-06","Veneto",65,859,83864,10.24,220,42.46,263,23.59,338,6.93,38,2.02
"2013-06","Friuli-Venezia Giulia",15,174,20846,8.35,35,28.2,39,17.07,95,21.68,5,0.98
"2013-06","Liguria",41,406,48348,8.4,66,25.89,114,25.44,186,20.15,40,2.9
"2013-06","Emilia Romagna",71,1435,94392,15.2,310,39.89,488,33.95,570,10.93,67,3.33
