"year_week","region","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2020-46","AP Trento",6,27,8945,3.02,17,46.45,3,3.12,7,1.31,0,0
"2020-46","Veneto",37,162,52938,3.06,53,13.16,37,3.89,58,2.07,14,1.23
"2020-46","Friuli-Venezia Giulia",0,0,0,0,0,0,0,0,0,0,0,0
"2020-46","Liguria",15,99,18597,5.32,22,26.38,22,10.17,45,4.37,10,1.88
"2020-46","Emilia Romagna",43,328,52495,6.25,97,37.25,35,5.12,164,5.36,32,2.57
"2020-46","Tuscany",35,172,58821,2.92,41,17.16,24,3.83,89,2.77,18,1
"2020-46","Umbria",8,20,8684,2.3,6,9.24,6,3.53,5,1.02,3,2.1
"2020-46","Marche",9,71,10944,6.49,32,25.12,13,5.11,25,4.87,1,0.5
"2020-46","Lazio",183,969,240528,4.03,195,20.09,138,5.48,536,3.6,100,1.76
"2020-46","Abruzzo",33,206,37740,5.46,74,20.98,53,6.88,57,2.97,22,3
"2020-46","Molise",11,9,11467,0.78,0,0,0,0,9,1.19,0,0
"2020-46","Campania",0,0,0,0,0,0,0,0,0,0,0,0
"2020-46","Apulia",79,378,101814,3.71,86,17.53,49,4.23,190,3.09,53,2.22
"2020-46","Basilicata",0,0,0,0,0,0,0,0,0,0,0,0
"2020-46","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2020-46","Sicily",121,508,144931,3.51,77,14.69,87,5.99,197,2.19,147,4.16
"2020-46","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2020-47","Piedmont",53,495,75136,6.59,146,32.65,87,9,227,5.35,35,1.89
"2020-47","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2020-47","Lombardy",168,1462,225577,6.48,390,24.92,216,5.96,727,5.86,129,2.59
"2020-47","AP Bolzano",5,18,7659,2.35,5,14.84,4,4.68,8,1.68,1,0.58
"2020-47","AP Trento",5,16,7321,2.19,2,6.04,4,4.45,9,2.09,1,0.56
"2020-47","Veneto",47,162,67957,2.38,37,9.24,13,1.36,100,2.53,12,0.81
"2020-47","Friuli-Venezia Giulia",8,30,10524,2.85,14,15.42,3,1.19,11,2.3,2,0.87
"2020-47","Liguria",18,89,22962,3.88,26,31.18,17,7.6,36,2.74,10,1.48
"2020-47","Emilia Romagna",46,339,56857,5.96,84,31.15,46,6.76,177,5.27,32,2.32
"2020-47","Tuscany",28,161,45872,3.51,57,21.17,32,4.57,58,2.53,14,1.06
"2020-47","Umbria",12,65,12132,5.36,27,17.85,23,6.74,12,2.34,3,1.45
"2020-47","Marche",13,83,15823,5.25,26,25.79,21,6.99,36,4.27,0,0
"2020-47","Lazio",183,1018,242501,4.2,177,18.24,123,4.86,583,3.87,135,2.38
"2020-47","Abruzzo",32,186,36818,5.05,59,26.66,42,8.03,64,3.04,21,2.52
"2020-47","Molise",11,22,11467,1.92,0,0,3,5.15,16,2.11,3,0.99
"2020-47","Campania",0,0,0,0,0,0,0,0,0,0,0,0
"2020-47","Apulia",61,312,75408,4.14,82,16.63,65,6.14,143,3.33,22,1.3
"2020-47","Basilicata",10,0,13260,0,0,0,0,0,0,0,0,0
"2020-47","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2020-47","Sicily",108,669,134057,4.99,104,21.57,102,7.79,312,3.72,151,4.69
"2020-47","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2020-48","Piedmont",40,347,58253,5.96,89,24.15,66,8.41,153,4.69,39,2.77
"2020-48","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2020-48","Lombardy",132,1128,182139,6.19,216,21.17,126,5.31,674,6.34,112,2.67
"2020-48","AP Bolzano",5,24,7659,3.13,5,14.84,5,5.85,13,2.73,1,0.58
"2020-48","AP Trento",4,20,5805,3.45,3,9.06,4,4.58,11,3.28,2,1.6
"2020-48","Veneto",34,102,46131,2.21,20,5.65,16,1.82,54,2.24,12,1.24
"2020-48","Friuli-Venezia Giulia",6,78,7715,10.11,9,9.91,1,0.41,56,19.01,12,8.53
"2020-48","Liguria",15,87,18820,4.62,26,23.11,15,5.05,40,4.07,6,1.23
"2020-48","Emilia Romagna",38,354,46948,7.54,101,33.29,61,8.94,173,6.58,19,1.76
"2020-48","Tuscany",25,121,42625,2.84,39,18.85,29,5.34,41,1.86,12,0.92
"2020-48","Umbria",11,37,11428,3.24,16,15.61,14,5.58,6,1,1,0.53
"2020-48","Marche",9,51,12259,4.16,4,7.63,4,2.75,36,5.02,7,2.25
"2020-48","Lazio",174,958,230186,4.16,122,15.11,115,5.4,590,4.06,131,2.36
"2020-48","Abruzzo",35,231,41638,5.55,44,23.35,30,5.63,122,4.85,35,3.77
"2020-48","Molise",10,18,10363,1.74,0,0,1,1.78,14,2.05,3,1.11
"2020-48","Campania",0,0,0,0,0,0,0,0,0,0,0,0
"2020-48","Apulia",50,297,62947,4.72,48,13.81,53,6.42,157,4.33,39,2.61
"2020-48","Basilicata",10,5,12597,0.4,1,0.57,4,1.71,0,0,0,0
"2020-48","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2020-48","Sicily",100,521,120432,4.33,85,19.21,95,7.82,218,2.93,123,4.17
"2020-48","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2020-49","Piedmont",45,353,63691,5.54,58,15.47,46,5.81,204,5.69,45,2.78
"2020-49","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2020-49","Lombardy",138,937,191103,4.9,139,12.97,93,3.54,591,5.32,114,2.65
"2020-49","AP Bolzano",6,13,8842,1.47,6,8.9,3,1.83,3,0.62,1,0.58
"2020-49","AP Trento",3,7,4234,1.65,2,6.04,2,2.31,3,1.43,0,0
"2020-49","Veneto",34,93,48068,1.93,7,3.04,10,1.63,65,2.33,11,0.94
"2020-49","Friuli-Venezia Giulia",7,81,9215,8.79,5,5.51,4,1.61,44,11.04,28,15.26
"2020-49","Liguria",16,78,20877,3.74,20,23.98,9,4.05,40,3.41,9,1.48
"2020-49","Emilia Romagna",37,286,46089,6.21,74,28.87,67,11.74,128,4.86,17,1.48
"2020-49","Tuscany",25,147,43373,3.39,40,19.02,31,5.65,61,2.72,15,1.12
"2020-49","Umbria",10,50,11258,4.44,18,17.56,16,6.84,14,2.3,2,1.1
"2020-49","Marche",16,58,18421,3.15,6,4.84,17,4.49,32,3.35,3,0.78
"2020-49","Lazio",180,925,236275,3.91,168,18.35,115,4.8,537,3.65,105,1.88
"2020-49","Abruzzo",35,194,44597,4.35,44,21.99,34,6.64,90,3.31,26,2.53
"2020-49","Molise",0,0,0,0,0,0,0,0,0,0,0,0
"2020-49","Campania",31,75,38569,1.94,28,5.5,18,1.89,22,1.21,7,1.21
"2020-49","Apulia",80,397,104302,3.81,96,18.79,70,5.97,185,2.94,46,1.88
"2020-49","Basilicata",12,20,15639,1.28,8,3.54,12,3.51,0,0,0,0
"2020-49","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2020-49","Sicily",102,530,123893,4.28,62,14.96,75,6.16,263,3.4,130,4.29
"2020-49","Sardinia",11,49,13662,3.59,24,20.05,15,6.75,10,1.32,0,0
"2020-50","Piedmont",47,419,66405,6.31,64,25.4,48,8.66,240,5.96,67,3.71
"2020-50","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2020-50","Lombardy",148,1131,203046,5.57,157,11.87,138,4.5,719,6.34,117,2.56
"2020-50","AP Bolzano",5,18,7659,2.35,7,20.77,4,4.68,6,1.26,1,0.58
"2020-50","AP Trento",6,13,8501,1.53,4,5.45,1,0.62,8,1.89,0,0
"2020-50","Veneto",44,93,60560,1.54,11,2.66,6,0.59,61,1.85,15,1.14
"2020-50","Friuli-Venezia Giulia",7,17,8982,1.89,5,5.51,0,0,10,2.67,2,1.09
"2020-50","Liguria",15,75,18797,3.99,23,27.58,11,5,32,3.12,9,1.63
"2020-50","Emilia Romagna",37,243,42121,5.77,62,20.81,39,5.83,125,5.47,17,1.77
"2020-50","Tuscany",27,178,44129,4.03,43,18,57,9.24,65,2.87,13,1.01
"2020-50","Umbria",9,46,9784,4.7,17,22.73,10,5.95,17,3.23,2,0.96
"2020-50","Marche",13,76,16431,4.63,12,9.69,3,0.83,54,6.62,7,2.06
"2020-50","Lazio",190,1038,249861,4.15,177,18.37,145,5.71,594,3.81,122,2.07
"2020-50","Abruzzo",26,164,32387,5.06,25,16.39,22,5.87,89,4.55,28,3.7
"2020-50","Molise",11,12,12164,0.99,0,0,3,5.08,7,0.86,2,0.63
"2020-50","Campania",7,29,6954,4.17,14,10.33,10,3.64,4,1.86,1,1.41
"2020-50","Apulia",56,269,73073,3.68,60,22.93,58,8.73,124,2.72,27,1.49
"2020-50","Basilicata",11,10,14147,0.71,7,3.93,1,0.41,1,0.14,1,0.36
"2020-50","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2020-50","Sicily",103,608,122984,4.94,86,23.14,105,9.5,297,3.83,120,3.91
"2020-50","Sardinia",10,36,12096,2.98,15,12.53,18,8.04,3,0.5,0,0
"2020-51","Piedmont",47,460,67104,6.86,74,17.97,59,6.75,280,7.52,47,2.76
"2020-51","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2020-51","Lombardy",2,1442,197529,7.3,202,15.2,198,6.41,871,7.96,171,3.9
"2020-51","AP Bolzano",145,14,7127,1.96,8,11.87,5,3.05,1,0.27,0,0
"2020-51","AP Trento",5,10,5750,1.74,3,9.06,2,2.24,5,1.53,0,0
"2020-51","Veneto",4,106,62196,1.7,13,3.92,9,1.15,74,2.01,10,0.7
"2020-51","Friuli-Venezia Giulia",43,19,6303,3.01,6,8.22,1,0.66,8,2.99,4,2.89
"2020-51","Liguria",5,90,21768,4.13,20,17.78,6,1.98,51,4.41,13,2.15
"2020-51","Emilia Romagna",17,313,36104,8.67,45,31.82,53,16.62,193,8.79,22,2.3
"2020-51","Tuscany",30,261,45929,5.68,37,13.74,52,7.39,132,5.76,40,3.01
"2020-51","Umbria",28,43,6042,7.12,9,13.87,9,5.58,20,7.58,5,4.39
"2020-51","Marche",6,91,18040,5.04,22,15.65,12,3.34,50,5.41,7,1.84
"2020-51","Lazio",14,993,256690,3.87,131,13.18,116,4.43,622,3.89,124,2.05
"2020-51","Abruzzo",195,242,40124,6.03,38,16.87,42,7.63,131,5.56,31,3.52
"2020-51","Molise",34,6,10961,0.55,0,0,1,1.72,5,0.69,0,0
"2020-51","Campania",10,58,29927,1.94,19,5.27,18,2.64,20,1.37,1,0.2
"2020-51","Apulia",24,303,93009,3.26,57,11.86,62,5.77,156,2.84,28,1.24
"2020-51","Basilicata",73,23,15639,1.47,9,3.98,13,3.8,1,0.14,0,0
"2020-51","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2020-51","Sicily",102,624,122605,5.09,70,12.99,108,7.81,337,4.53,109,3.75
"2020-51","Sardinia",5,27,6447,4.19,14,15.82,8,3.42,5,2.01,0,0
"2020-52","Piedmont",37,463,52774,8.77,59,30.27,71,15.5,285,8.99,48,3.3
"2020-52","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2020-52","Lombardy",120,1615,158402,10.2,136,12.34,185,7.41,1097,12.53,197,5.65
"2020-52","AP Bolzano",3,6,4403,1.36,2,5.93,0,0,4,1.54,0,0
"2020-52","AP Trento",3,16,4289,3.73,2,6.04,3,3.55,11,5.01,0,0
"2020-52","Veneto",35,111,50772,2.19,12,4.09,12,1.69,76,2.52,11,1.04
"2020-52","Friuli-Venezia Giulia",6,31,7964,3.89,2,3.79,0,0,25,6.76,4,2.13
"2020-52","Liguria",16,62,20438,3.03,6,7.19,5,2.26,37,3.22,14,2.37
"2020-52","Emilia Romagna",29,233,39183,5.95,28,17.77,18,4.84,169,7.03,18,1.83
"2020-52","Tuscany",24,248,39671,6.25,37,15.49,34,5.53,146,7.51,31,2.65
"2020-52","Umbria",6,59,5765,10.23,14,13.66,18,8.05,20,10.48,7,11.76
"2020-52","Marche",10,70,12323,5.68,11,8.49,7,2.09,48,8.81,4,1.8
"2020-52","Lazio",191,957,251772,3.8,94,9.96,114,4.59,615,3.9,134,2.24
"2020-52","Abruzzo",35,247,41660,5.93,35,18.24,44,8.82,145,5.73,23,2.43
"2020-52","Molise",9,2,9510,0.21,0,0,0,0,2,0.31,0,0
"2020-52","Campania",4,27,4278,6.31,15,18.32,10,5.4,2,1.62,0,0
"2020-52","Apulia",67,474,82816,5.72,68,12.56,96,8.21,263,5.59,47,2.52
"2020-52","Basilicata",12,25,15639,1.6,8,3.54,14,4.09,3,0.42,0,0
"2020-52","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2020-52","Sicily",86,513,105152,4.88,45,14.95,70,7.29,310,4.65,88,3.39
"2020-52","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2021-01","Piedmont",39,507,55322,9.16,29,7.1,67,7.79,329,11.23,82,6.15
"2021-01","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-01","Lombardy",157,1701,207598,8.19,148,8.45,203,5.28,1176,10.84,174,4.03
"2021-01","AP Bolzano",3,8,4403,1.82,3,8.9,2,2.51,3,1.16,0,0
"2021-01","AP Trento",4,9,5838,1.54,1,3.02,0,0,8,2.46,0,0
"2021-01","Veneto",41,74,57934,1.28,6,1.61,4,0.46,62,1.96,2,0.14
"2021-01","Friuli-Venezia Giulia",5,16,5921,2.7,0,0,0,0,15,9.33,1,1.03
"2021-01","Liguria",25,133,32055,4.15,7,5.88,19,6.47,92,4.97,15,1.59
"2021-01","Emilia Romagna",28,277,32025,8.65,27,12.17,28,5.51,207,11.89,15,2.05
"2021-01","Tuscany",33,314,55243,5.68,22,8.17,30,4.19,211,7.23,51,3.14
"2021-01","Umbria",7,36,7263,4.96,4,6.16,6,3.69,20,5.47,6,4.5
"2021-01","Marche",13,85,16750,5.07,15,11.58,4,1.13,64,7.52,2,0.59
"2021-01","Lazio",194,903,255951,3.53,89,8.95,118,4.51,564,3.54,132,2.18
"2021-01","Abruzzo",30,181,35381,5.12,26,11.71,41,8.03,94,4.64,20,2.57
"2021-01","Molise",7,5,7186,0.7,0,0,0,0,4,0.87,1,0.54
"2021-01","Campania",6,72,6732,10.7,12,17.29,13,6.82,34,10.71,13,13.58
"2021-01","Apulia",68,343,87001,3.94,56,12.09,71,7.08,176,3.39,40,1.95
"2021-01","Basilicata",11,28,14752,1.9,8,5.01,14,4.38,6,0.83,0,0
"2021-01","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-01","Sicily",101,545,118581,4.6,69,12.81,109,8.11,275,3.84,92,3.27
"2021-01","Sardinia",9,11,10566,1.04,3,1.97,1,0.31,0,0,7,4.39
"2021-02","Piedmont",36,567,52097,10.88,25,12.5,56,11.84,404,12.93,82,5.81
"2021-02","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-02","Lombardy",149,1619,199048,8.13,143,9.89,212,6.44,1073,9.91,191,4.4
"2021-02","AP Bolzano",4,18,5586,3.22,4,5.93,0,0,14,5.28,0,0
"2021-02","AP Trento",3,12,4289,2.8,2,6.04,1,1.18,8,3.65,1,1.09
"2021-02","Veneto",42,102,59397,1.72,3,0.77,4,0.47,82,2.53,13,0.89
"2021-02","Friuli-Venezia Giulia",4,3,5167,0.58,0,0,1,0.36,2,1.87,0,0
"2021-02","Liguria",16,57,20709,2.75,4,5.43,3,1.32,42,3.54,8,1.37
"2021-02","Emilia Romagna",26,205,32462,6.32,17,15.61,14,5.1,157,7.85,17,1.97
"2021-02","Tuscany",26,162,42628,3.8,24,10.05,28,4.52,90,4.24,20,1.56
"2021-02","Umbria",7,46,5930,7.76,11,10.73,15,6.31,16,8.01,4,7.56
"2021-02","Marche",13,55,16097,3.42,8,5.24,4,0.97,42,5.66,1,0.33
"2021-02","Lazio",188,789,247720,3.19,71,7.29,120,4.74,496,3.22,102,1.74
"2021-02","Abruzzo",29,187,34623,5.4,35,15.63,37,7.01,94,4.78,21,2.82
"2021-02","Molise",4,0,3053,0,0,0,0,0,0,0,0,0
"2021-02","Campania",18,5,21725,0.23,0,0,0,0,5,0.5,0,0
"2021-02","Apulia",57,237,74437,3.18,39,11.3,36,4.68,129,2.84,33,1.85
"2021-02","Basilicata",12,11,15639,0.7,4,1.77,3,0.88,4,0.56,0,0
"2021-02","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-02","Sicily",97,471,117883,4,44,9.37,52,4.42,302,4.18,73,2.51
"2021-02","Sardinia",8,12,9677,1.24,2,2.34,1,0.6,7,1.4,2,0.93
"2021-03","Piedmont",40,477,58798,8.11,35,9.13,52,6.37,322,10.05,68,4.61
"2021-03","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-03","Lombardy",201,1897,266809,7.11,173,9.95,242,6.02,1270,8.57,212,3.47
"2021-03","AP Bolzano",5,22,7659,2.87,5,14.84,4,4.68,12,2.52,1,0.58
"2021-03","AP Trento",3,10,4234,2.36,4,12.08,2,2.31,4,1.9,0,0
"2021-03","Veneto",43,91,62112,1.47,15,5.45,13,1.94,57,1.56,6,0.37
"2021-03","Friuli-Venezia Giulia",6,24,8441,2.84,6,7.35,11,4.01,4,1.16,3,2.09
"2021-03","Liguria",19,180,24131,7.46,23,20.44,35,11.41,105,8.01,17,2.49
"2021-03","Emilia Romagna",32,217,39933,5.43,32,12.43,31,5.21,136,6.21,18,1.89
"2021-03","Tuscany",28,162,47672,3.4,26,10.8,26,4.16,88,3.57,22,1.53
"2021-03","Umbria",8,49,8113,6.04,18,17.56,21,9.08,8,2.11,2,2.04
"2021-03","Marche",15,73,17475,4.18,16,8.7,6,1.22,49,6.42,2,0.65
"2021-03","Lazio",190,820,250416,3.27,77,7.91,123,4.84,500,3.21,120,2.02
"2021-03","Abruzzo",30,132,35417,3.73,17,6.01,36,5.79,66,3.38,13,1.9
"2021-03","Molise",10,13,10330,1.26,0,0,0,0,10,1.49,3,1.06
"2021-03","Campania",4,19,5503,3.45,10,40.49,6,6.7,2,0.59,1,1.04
"2021-03","Apulia",63,263,79408,3.31,59,14.41,57,6.4,120,2.53,27,1.43
"2021-03","Basilicata",11,10,14147,0.71,4,2.24,2,0.82,4,0.56,0,0
"2021-03","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-03","Sicily",72,382,90784,4.21,21,7.09,41,5.19,244,4.34,76,3.21
"2021-03","Sardinia",12,10,14866,0.67,2,1.31,3,0.88,4,0.56,1,0.36
"2021-04","Piedmont",45,586,64068,9.15,48,14.08,74,10.12,404,10.94,60,3.65
"2021-04","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-04","Lombardy",166,1287,220480,5.84,180,10.31,194,4.97,774,6.59,139,2.98
"2021-04","AP Bolzano",6,15,8842,1.7,3,4.45,1,0.61,11,2.29,0,0
"2021-04","AP Trento",6,15,8232,1.82,2,6.04,3,3.26,9,1.81,1,0.5
"2021-04","Veneto",37,60,51703,1.16,12,3.6,18,2.23,28,1,2,0.16
"2021-04","Friuli-Venezia Giulia",6,37,7113,5.2,7,5.85,12,3.61,17,10.49,1,1.03
"2021-04","Liguria",17,54,21534,2.51,4,5.43,1,0.43,42,3.45,7,1.11
"2021-04","Emilia Romagna",31,220,38166,5.76,50,28,47,10.83,109,4.87,14,1.45
"2021-04","Tuscany",24,154,39993,3.85,34,15.41,37,6.81,68,3.33,15,1.26
"2021-04","Umbria",9,85,9362,9.08,25,24.39,23,9.99,33,7.35,4,2.59
"2021-04","Marche",16,59,18404,3.21,17,7.79,9,1.64,32,4.19,1,0.32
"2021-04","Lazio",195,713,256726,2.78,72,7.42,96,3.76,446,2.77,99,1.63
"2021-04","Abruzzo",26,86,30149,2.85,21,11.86,16,3.4,40,2.32,9,1.4
"2021-04","Molise",11,16,12164,1.32,0,0,2,3.38,9,1.1,5,1.59
"2021-04","Campania",8,17,7645,2.22,8,3.94,7,1.75,2,1.62,0,0
"2021-04","Apulia",59,322,76421,4.21,28,7.66,56,6.32,197,4.3,41,2.27
"2021-04","Basilicata",11,3,14147,0.21,1,0.56,2,0.82,0,0,0,0
"2021-04","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-04","Sicily",110,433,132133,3.28,49,9.5,87,6.62,235,2.88,62,1.93
"2021-04","Sardinia",2,0,1683,0,0,0,0,0,0,0,0,0
"2021-05","Piedmont",36,334,51390,6.5,37,9.87,49,6.36,213,7.7,35,2.85
"2021-05","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-05","Lombardy",170,1013,228071,4.44,130,7.68,123,3.28,654,5.26,106,2.15
"2021-05","AP Bolzano",5,7,7659,0.91,4,11.87,0,0,3,0.63,0,0
"2021-05","AP Trento",7,21,9858,2.13,11,30.05,3,2.91,7,1.21,0,0
"2021-05","Veneto",30,55,41181,1.34,8,2.1,9,1.06,35,1.76,3,0.33
"2021-05","Friuli-Venezia Giulia",5,26,6114,4.25,3,3.68,11,4.06,10,6.18,2,2.06
"2021-05","Liguria",15,64,18915,3.38,7,8.39,19,8.74,34,3.27,4,0.73
"2021-05","Emilia Romagna",31,159,38840,4.09,17,8.87,28,6.06,95,4.21,19,1.95
"2021-05","Tuscany",24,98,39191,2.5,28,10.4,26,3.72,37,1.95,7,0.66
"2021-05","Umbria",7,73,7014,10.41,26,25.37,25,11.23,14,5.38,8,6.88
"2021-05","Marche",14,46,17102,2.69,14,7.62,6,1.29,24,3.2,2,0.64
"2021-05","Lazio",182,535,239746,2.23,57,6.02,79,3.21,331,2.23,68,1.19
"2021-05","Abruzzo",35,142,41976,3.38,29,10.25,37,5.71,68,2.85,8,0.91
"2021-05","Molise",11,8,12164,0.66,0,0,0,0,6,0.74,2,0.63
"2021-05","Campania",23,26,28769,0.9,8,2.19,11,1.56,7,0.51,0,0
"2021-05","Apulia",58,211,73035,2.89,44,12.25,57,6.67,91,2.09,19,1.1
"2021-05","Basilicata",11,7,14147,0.49,1,0.56,0,0,6,0.84,0,0
"2021-05","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-05","Sicily",103,366,123869,2.95,48,9.88,82,6.31,192,2.51,44,1.49
"2021-05","Sardinia",11,6,13587,0.44,1,0.66,0,0,1,0.16,4,1.7
"2021-06","Piedmont",41,300,58129,5.16,37,8.9,39,4.67,199,6.29,25,1.79
"2021-06","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-06","Lombardy",159,769,213697,3.6,129,7.84,118,3.27,428,3.74,94,2.01
"2021-06","AP Bolzano",5,8,7659,1.04,4,11.87,0,0,4,0.84,0,0
"2021-06","AP Trento",10,21,14519,1.45,6,16.39,2,1.81,12,1.3,1,0.26
"2021-06","Veneto",31,52,43700,1.19,5,1.4,2,0.25,39,1.74,6,0.61
"2021-06","Friuli-Venezia Giulia",5,10,6166,1.62,3,2.74,7,2.04,0,0,0,0
"2021-06","Liguria",18,55,23109,2.38,4,8.99,4,2.65,33,2.33,14,2
"2021-06","Emilia Romagna",30,135,36742,3.67,18,9.31,16,3.45,90,4.26,11,1.21
"2021-06","Tuscany",30,110,51220,2.15,25,10.46,15,2.4,58,2.15,12,0.77
"2021-06","Umbria",9,63,9089,6.93,24,19.18,20,7.92,17,4.37,2,1.4
"2021-06","Marche",12,35,15392,2.27,8,6.53,4,1.12,20,2.67,3,0.97
"2021-06","Lazio",192,525,253698,2.07,56,5.81,84,3.29,313,1.97,72,1.2
"2021-06","Abruzzo",30,112,35596,3.15,24,9.6,25,4.16,48,2.43,15,2.04
"2021-06","Molise",11,7,12164,0.58,0,0,2,3.38,3,0.37,2,0.63
