"year_week","region","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2022-44","Basilicata",10,29,17249,1.68,19,17.04,10,4.51,0,0,0,0
"2022-44","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2022-44","Sicily",109,548,135992,4.03,90,14.2,126,8.22,215,2.62,117,3.61
"2022-44","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2022-45","Piedmont",62,742,83976,8.84,79,16.72,113,9.84,405,8.57,145,7.07
"2022-45","Aosta Valley",2,3,2832,1.06,0,0,0,0,1,0.5,2,2.64
"2022-45","Lombardy",210,3042,282675,10.76,594,29.24,618,13.12,1525,9.84,305,5.06
"2022-45","AP Bolzano",6,30,8731,3.44,4,5.93,9,5.47,17,3.64,0,0
"2022-45","AP Trento",14,92,19345,4.76,20,34.97,12,5.82,52,4.4,8,1.64
"2022-45","Veneto",44,280,61833,4.53,48,13.23,102,11.5,112,3.23,18,1.23
"2022-45","Friuli-Venezia Giulia",21,109,27519,3.96,18,8.67,20,4.03,57,4.02,14,2.21
"2022-45","Liguria",29,153,37076,4.13,11,13.51,20,8.34,102,4.57,20,1.74
"2022-45","Emilia-Romagna",60,473,72648,6.51,96,18.79,115,8.72,218,5.56,44,2.91
"2022-45","Tuscany",43,275,57907,4.75,61,21.49,59,8.16,114,3.42,41,2.82
"2022-45","Umbria",12,134,12911,10.38,29,28.97,30,12.51,60,8.53,15,6.06
"2022-45","Marche",39,301,44133,6.82,77,18.5,90,7.97,117,5.77,17,2.03
"2022-45","Lazio",197,1273,261721,4.86,121,12.57,166,6.32,811,4.96,175,2.8
"2022-45","Abruzzo",29,268,35059,7.64,84,27.74,74,11.09,88,4.7,22,3.32
"2022-45","Molise",10,12,11818,1.02,0,0,0,0,8,1.01,4,1.31
"2022-45","Campania",0,0,0,0,0,0,0,0,0,0,0,0
"2022-45","Apulia",58,324,68938,4.7,58,9.17,67,5.19,158,4.36,41,3.05
"2022-45","Basilicata",10,39,17249,2.26,18,16.14,7,3.16,13,1.81,1,0.15
"2022-45","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2022-45","Sicily",113,661,141067,4.69,88,16.49,118,8.79,324,3.67,131,3.85
"2022-45","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2022-46","Piedmont",62,824,83086,9.92,105,23.91,133,12.64,466,9.93,120,5.65
"2022-46","Aosta Valley",4,19,5449,3.49,10,28.9,5,6.02,4,1.23,0,0
"2022-46","Lombardy",215,4212,293294,14.36,769,38.68,973,21.29,2085,12.67,385,6.09
"2022-46","AP Bolzano",7,64,10.31,6.21,19,28.19,21,12.76,22,3.73,2,0.96
"2022-46","AP Trento",14,115,19232,5.98,19,33.22,25,11.95,66,5.61,5,1.04
"2022-46","Veneto",73,1098,102231,10.74,265,35.49,391,21.63,392,7.2,50,2.25
"2022-46","Friuli-Venezia Giulia",23,204,32069,6.36,37,20.72,40,8.17,105,5.99,22,2.8
"2022-46","Liguria",26,218,33797,6.45,14,12.95,20,6.59,149,7.67,35,3.41
"2022-46","Emilia-Romagna",70,1047,85577,12.23,218,35.1,302,18.89,449,9.82,78,4.42
"2022-46","Tuscany",43,563,58307,9.66,109,38.39,156,21.55,243,7.19,55,3.81
"2022-46","Umbria",13,168,14408,11.66,46,45.95,37,15.19,72,9.07,13,4.29
"2022-46","Marche",44,540,49885,10.82,178,33.71,204,14.79,128,5.88,30,3.32
"2022-46","Lazio",188,1529,249.34,6.13,147,15.83,242,9.47,958,6.17,182,3.07
"2022-46","Abruzzo",36,345,44723,7.71,76,30.76,91,14.79,135,5.19,43,4.26
"2022-46","Molise",8,35,9709,3.6,8,19.18,12,12.62,11,1.7,4,2.13
"2022-46","Campania",0,0,0,0,0,0,0,0,0,0,0,0
"2022-46","Apulia",73,511,96251,5.31,69,12.55,103,8.38,268,4.71,71,3.29
"2022-46","Basilicata",10,32,17249,1.86,16,14.35,12,5.41,4,0.56,0,0
"2022-46","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2022-46","Sicily",84,904,103412,8.74,158,26.06,258,18.25,389,6.52,99,4.21
"2022-46","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2022-47","Piedmont",60,1164,82943,14.03,140,31.88,234,22.57,638,13.59,152,7.16
"2022-47","Aosta Valley",3,25,3829,6.53,12,34.68,7,8.55,6,2.98,0,0
"2022-47","Lombardy",222,5427,304.85,17.8,1082,48.1,1394,27.76,2480,14.73,471,7.39
"2022-47","AP Bolzano",5,123,7645,16.09,44,130.56,37,42.43,39,8.26,3,1.75
"2022-47","AP Trento",15,202,20.59,9.81,11,19.23,44,20.49,130,10.15,17,3.36
"2022-47","Veneto",86,1.98,120541,16.43,406,45.72,789,37.15,675,10.5,110,4.21
"2022-47","Friuli-Venezia Giulia",21,232,28909,8.03,54,30.24,38,7.8,121,7.85,19,2.77
"2022-47","Liguria",23,327,30143,10.85,49,60.2,62,27.56,178,9.91,38,4.17
"2022-47","Emilia-Romagna",75,1816,89.72,20.24,374,53.77,667,38.69,678,14.36,97,5.3
"2022-47","Tuscany",45,778,58959,13.2,144,48.71,194,25.53,335,9.91,105,7.2
"2022-47","Umbria",14,308,15705,19.61,89,71.09,80,25.97,121,13.92,18,6.71
"2022-47","Marche",43,788,50585,15.58,219,41.93,332,23.83,202,9.08,35,3.82
"2022-47","Lazio",192,2028,254043,7.98,256,26.59,397,15.16,1155,7.31,220,3.65
"2022-47","Abruzzo",35,516,41667,12.38,107,45.38,153,24.33,192,8.06,64,6.96
"2022-47","Molise",13,36,15.52,2.32,0,0,7,6.89,21,2.02,8,2.16
"2022-47","Campania",0,0,0,0,0,0,0,0,0,0,0,0
"2022-47","Apulia",71,704,91647,7.68,109,20.39,164,13.82,343,6.38,88,4.26
"2022-47","Basilicata",10,44,17249,2.55,15,13.45,15,6.76,11,1.53,3,0.45
"2022-47","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2022-47","Sicily",96,1.02,118337,8.62,172,32.65,296,22.48,451,6.31,101,3.55
"2022-47","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2022-48","Piedmont",66,1611,90771,17.75,179,40.41,348,31.23,856,16.33,228,10
"2022-48","Aosta Valley",4,45,5449,8.26,14,40.46,11,13.24,18,5.52,2,1.98
"2022-48","Lombardy",213,6123,296084,20.68,1188,61.52,1467,32.3,2936,17.58,532,8.27
"2022-48","AP Bolzano",4,57,6462,8.82,0,0,1,11.76,49,10.51,7,4.08
"2022-48","AP Trento",13,234,17798,13.15,24,41.96,47,23.05,144,13.29,19,4.37
"2022-48","Veneto",88,2299,120772,19.04,535,52.48,743,30.51,899,14.75,122,4.83
"2022-48","Friuli-Venezia Giulia",24,513,31978,16.04,98,47.21,101,20.1,254,14.8,60,7.78
"2022-48","Liguria",28,458,36841,12.43,41,30.44,89,23.03,262,12.41,66,6.28
"2022-48","Emilia-Romagna",75,2029,92295,21.98,367,58.99,638,40.52,901,17.84,123,6.2
"2022-48","Tuscany",43,988,57000,17.33,157,64.32,241,39.02,459,13.7,131,8.8
"2022-48","Umbria",12,249,13034,19.1,92,73.48,81,26.65,63,9.84,13,5.55
"2022-48","Marche",42,1001,50768,19.72,252,53.4,371,29.39,326,13.52,52,5.58
"2022-48","Lazio",185,2704,243821,11.09,351,37.69,579,22.86,1470,9.74,304,5.22
"2022-48","Abruzzo",34,831,40891,20.32,142,56.02,226,36.52,374,16.15,89,9.88
"2022-48","Molise",14,68,15965,4.26,7,16.79,18,17.56,31,2.91,12,3.1
"2022-48","Campania",0,0,0,0,0,0,0,0,0,0,0,0
"2022-48","Apulia",64,847,84586,10.01,131,30.23,208,19.81,448,8.86,60,3.13
"2022-48","Basilicata",10,45,17249,2.61,17,15.25,17,7.66,7,0.98,4,0.59
"2022-48","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2022-48","Sicily",110,1685,138510,12.17,266,50.63,405,30.65,806,9.33,208,6.17
"2022-48","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2022-49","Piedmont",58,1517,76582,19.81,187,46.89,323,34.6,798,18.23,209,10.73
"2022-49","Aosta Valley",4,74,5449,13.58,32,92.49,30,36.1,12,3.68,0,0
"2022-49","Lombardy",217,5280,304706,17.33,906,48.92,1016,22.83,2808,16.12,550,8.15
"2022-49","AP Bolzano",9,341,13087,26.06,78,79.75,91,39.58,160,22.03,12,4.71
"2022-49","AP Trento",12,236,17582,13.42,31,54.2,61,30.32,120,11.3,24,5.49
"2022-49","Veneto",91,1807,127234,14.2,424,43,506,21.28,735,11.14,142,5.14
"2022-49","Friuli-Venezia Giulia",24,375,31839,11.78,63,30.35,120,23.65,169,9.97,23,2.97
"2022-49","Liguria",32,644,43041,14.96,46,56.51,107,45.84,383,14.36,108,8.17
"2022-49","Emilia-Romagna",86,1956,108681,18,394,54.43,563,31.32,860,14.65,139,5.62
"2022-49","Tuscany",39,996,51060,19.51,217,76.44,253,35.37,436,15.13,90,7.34
"2022-49","Umbria",16,300,19241,15.59,84,67.09,73,22.47,123,11.5,20,4.95
"2022-49","Marche",44,1126,53051,21.22,254,57.32,426,35.07,398,15.41,48,4.51
"2022-49","Lazio",192,3063,255326,12,438,45.5,634,24.23,1643,10.36,348,5.72
"2022-49","Abruzzo",35,938,41540,22.58,196,70.61,323,48.03,337,14.67,82,9.05
"2022-49","Molise",12,69,13898,4.96,11,26.38,19,18.96,36,3.9,3,0.92
"2022-49","Campania",26,590,34051,17.33,165,48.02,161,23.48,210,11.72,54,9.24
"2022-49","Apulia",73,1093,91944,11.89,232,39.1,292,23.46,467,8.71,102,5.12
"2022-49","Basilicata",10,70,17249,4.06,22,19.73,16,7.21,20,2.79,12,1.78
"2022-49","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2022-49","Sicily",110,1895,135355,14,343,65.99,489,35.02,867,10.33,196,6.08
"2022-49","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2022-50","Piedmont",62,1793,84258,21.28,226,47.82,327,28.9,987,20.93,253,12.02
"2022-50","Aosta Valley",2,39,2729,14.29,0,0,3,38.96,32,15.98,4,6.16
"2022-50","Lombardy",204,4626,285630,16.2,882,44.68,878,19.57,2383,1500,483,7.77
"2022-50","AP Bolzano",8,164,11904,13.78,17,26.52,17,11.24,121,16.79,9,3.53
"2022-50","AP Trento",11,215,16035,13.41,26,45.45,35,17.61,132,13.71,22,5.72
"2022-50","Veneto",86,1592,120032,13.26,392,39.9,405,17.28,684,11.19,111,4.33
"2022-50","Friuli-Venezia Giulia",18,215,23830,9.02,46,22.16,57,11.48,100,8.67,12,2.28
"2022-50","Liguria",30,604,39212,15.4,68,62.96,114,36.8,360,15.53,62,5.23
"2022-50","Emilia-Romagna",78,1507,100047,15.06,266,41.48,346,21.33,787,14.43,108,4.72
"2022-50","Tuscany",41,1123,53606,20.95,244,80.45,294,37.15,480,16.19,105,8.07
"2022-50","Umbria",15,325,17115,18.99,86,68.69,93,29.26,118,12.85,28,7.99
"2022-50","Marche",37,961,43935,21.87,218,66.42,255,29.45,403,17.7,85,9.22
"2022-50","Lazio",176,2858,231548,12.34,428,45.56,573,22.81,1561,10.95,296,5.44
"2022-50","Abruzzo",34,984,40116,24.53,190,54.43,295,39.72,402,18.99,97,12.09
"2022-50","Molise",14,102,15965,6.39,12,28.78,16,15.61,61,5.73,13,3.36
"2022-50","Campania",32,616,39792,15.48,154,33.71,184,20.1,216,11.24,62,9.05
"2022-50","Apulia",78,1134,101872,11.13,185,33.72,225,18.13,588,9.66,136,5.88
"2022-50","Basilicata",10,100,17249,5.8,27,24.22,33,14.88,26,3.62,14,2.08
"2022-50","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2022-50","Sicily",109,1835,134960,13.6,257,53.34,345,26.82,972,11.55,261,7.87
"2022-50","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2022-51","Piedmont",45,866,58716,14.75,81,23.77,109,14.36,534,16.37,142,9.41
"2022-51","Aosta Valley",4,161,5449,29.55,62,179.19,36,43.32,54,16.56,9,8.89
"2022-51","Lombardy",183,3578,256627,13.94,544,38.24,508,14.25,2066,13.93,460,7.87
"2022-51","AP Bolzano",5,81,7811,10.37,5,14.84,6,6.65,60,12.36,10,5.83
"2022-51","AP Trento",9,115,12903,8.91,13,22.73,29,15.07,65,8.73,8,2.7
"2022-51","Veneto",74,1078,106175,10.15,208,32.35,209,13.37,555,9.38,106,4.25
"2022-51","Friuli-Venezia Giulia",17,233,22608,10.31,45,32.19,40,11.8,127,10.26,21,3.86
"2022-51","Liguria",23,378,30105,12.56,41,37.93,76,25.43,222,12.81,39,4.48
"2022-51","Emilia-Romagna",68,1170,87776,13.33,182,35.68,212,15.66,665,13.64,111,5.44
"2022-51","Tuscany",38,742,50533,14.68,107,53.63,120,23.72,417,13.6,98,7.65
"2022-51","Umbria",16,252,17855,14.11,58,46.33,64,19.77,95,10,35,9.05
"2022-51","Marche",33,721,36393,19.81,199,51.47,251,24.22,231,14.71,40,6.19
"2022-51","Lazio",181,2708,240158,11.28,309,33.96,469,18.91,1612,10.79,318,5.6
"2022-51","Abruzzo",27,804,32942,24.41,181,76.18,241,42.97,286,15.9,96,13.78
"2022-51","Molise",2,7,2188,3.2,2,5.88,5,12.25,0,0,0,0
"2022-51","Campania",23,447,28200,15.85,125,28.82,159,18.3,126,10.86,37,10.34
"2022-51","Apulia",68,1052,88756,11.85,187,39.8,253,22.97,511,9.65,101,5.02
"2022-51","Basilicata",3,28,4556,6.15,7,9.42,16,12.54,4,1.86,1,2.56
"2022-51","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2022-51","Sicily",112,1686,137496,12.26,237,43.27,295,21.35,925,10.91,229,6.85
"2022-51","Sardinia",0,0,0,0,0,0,0,0,0,0,0,0
"2022-52","Piedmont",45,847,62951,13.45,58,18.09,73,9.75,524,14.64,192,11.66
"2022-52","Aosta Valley",3,182,3829,47.53,82,236.99,75,91.58,21,10.42,4,6.16
"2022-52","Lombardy",186,3015,263222,11.45,558,34.38,425,10.89,1572,10.45,460,8
"2022-52","AP Bolzano",5,44,7412,5.94,3,8.9,3,3.5,32,6.7,6,4.17
"2022-52","AP Trento",9,147,13105,11.22,15,26.22,22,11.43,90,11.98,20,6.46
"2022-52","Veneto",72,996,100947,9.87,183,25.76,167,9.54,525,9.75,121,5.38
"2022-52","Friuli-Venezia Giulia",16,179,21209,8.44,17,11.6,16,4.16,130,11.77,16,3.29
"2022-52","Liguria",24,355,31328,11.33,32,39.31,43,19.41,229,12.4,51,5.19
"2022-52","Emilia-Romagna",68,1081,88122,12.27,166,32.5,217,17.37,569,11.52,129,6.1
"2022-52","Tuscany",37,657,49653,13.23,120,47.81,80,12.5,357,12.51,100,8.19
"2022-52","Umbria",13,137,13478,10.16,41,27.61,39,10.04,41,7.02,16,7.06
"2022-52","Marche",38,764,46064,16.59,171,41.27,220,18.86,302,13.99,71,8.19
"2022-52","Lazio",183,2551,240539,10.61,282,30.11,372,14.65,1518,10.2,379,6.65
"2022-52","Abruzzo",32,844,38419,21.97,193,72.28,235,37.44,316,15.33,100,11.28
"2022-52","Molise",12,88,13686,6.43,14,33.57,14,14.52,51,5.71,9,2.66
"2022-52","Campania",50,938,60736,15.44,269,35.49,286,18.48,294,10.52,89,9.15
"2022-52","Apulia",89,1565,112830,13.87,292,35.55,351,20.28,743,11.84,179,7.29
"2022-52","Basilicata",10,85,17249,4.93,17,15.25,31,13.98,34,4.74,3,0.45
"2022-52","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2022-52","Sicily",114,1715,141132,12.15,172,33.15,306,22.33,955,10.9,282,8.14
"2022-52","Sardinia",12,180,15963,11.28,50,41.36,70,26.13,52,5.8,8,2.57
"2023-01","Piedmont",52,757,69918,10.83,59,19.29,66,8.45,484,11.84,148,8.15
"2023-01","Aosta Valley",2,101,2591,38.98,48,138.73,39,51.52,13,12.07,1,2.43
"2023-01","Lombardy",207,2781,288341,9.64,332,18.33,254,6.04,1694,10.25,501,7.98
"2023-01","AP Bolzano",5,42,7451,5.64,1,3.29,5,7.29,33,6.66,3,1.99
"2023-01","AP Trento",11,111,16035,6.92,8,13.99,12,6.04,70,7.27,21,5.46
"2023-01","Veneto",77,947,107524,8.81,169,19.3,133,6.54,539,9.85,106,4.47
"2023-01","Friuli-Venezia Giulia",16,80,20585,3.89,13,7.57,7,1.65,51,4.94,9,2.09
"2023-01","Liguria",30,359,40604,8.84,17,24.43,20,8.28,251,10.07,71,5.65
"2023-01","Emilia-Romagna",70,946,91682,10.32,125,22.64,123,8.67,581,11.48,117,5.47
"2023-01","Tuscany",37,473,48767,9.7,89,29.34,110,13.94,213,8.08,61,5.31
"2023-01","Umbria",15,114,16689,6.83,9,7.29,12,3.66,67,7.74,26,7.39
"2023-01","Marche",38,521,43991,11.84,127,29.18,100,8.44,238,12.18,56,6.79
"2023-01","Lazio",181,2425,239516,10.12,223,23.94,284,11.23,1517,10.21,401,7.11
"2023-01","Abruzzo",31,629,35776,17.58,143,37.78,148,19.66,272,15.61,66,9.37
"2023-01","Molise",11,85,13062,6.51,6,14.39,12,12.54,50,5.72,17,5.78
"2023-01","Campania",39,633,48355,13.09,132,22.49,157,13.02,287,12.45,57,7.72
"2023-01","Apulia",76,1291,100368,12.86,194,35.42,216,17.38,719,12.09,162,7.04
"2023-01","Basilicata",10,82,17249,4.75,23,20.63,18,8.12,39,5.43,2,0.3
"2023-01","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2023-01","Sicily",112,1631,135667,12.02,248,38.28,310,20.48,839,10.28,234,7.21
"2023-01","Sardinia",14,143,18996,7.53,33,27.3,53,19.49,49,4.45,8,1.97
"2023-02","Piedmont",49,800,68307,11.71,59,13.37,68,6.72,501,13.47,172,10.39
"2023-02","Aosta Valley",3,45,4349,10.35,0,0,3,33.71,39,12.01,3,2.96
"2023-02","Lombardy",200,2583,274663,9.4,371,18.76,324,7.3,1486,9.81,402,6.8
"2023-02","AP Bolzano",5,35,6983,5.01,5,7.8,1,0.67,27,7.43,2,1.63
"2023-02","AP Trento",10,79,14430,5.47,7,12.24,7,3.57,54,6.44,11,3.14
"2023-02","Veneto",77,839,107851,7.78,129,15.92,117,5.95,490,8.66,103,4.39
"2023-02","Friuli-Venezia Giulia",17,99,21052,4.7,19,9.15,8,1.63,60,6.24,12,2.7
"2023-02","Liguria",26,315,33756,9.33,12,11.4,16,5.19,237,12.07,50,5.01
"2023-02","Emilia-Romagna",69,845,87223,9.69,121,19.26,145,9.45,468,10.12,111,5.73
"2023-02","Tuscany",36,494,48347,10.22,64,24.7,116,18.2,257,9.3,57,4.85
"2023-02","Umbria",15,149,16956,8.79,25,19.49,26,8.13,62,6.96,36,10.08
"2023-02","Marche",30,354,35682,9.92,57,18.54,49,5.61,215,12.83,33,4.63
"2023-02","Lazio",157,1909,205933,9.27,166,19.18,214,9.08,1209,9.64,320,6.63
"2023-02","Abruzzo",24,539,30040,17.94,84,33.71,129,23.37,245,15.37,81,13.31
"2023-02","Molise",12,81,13195,6.14,7,16.79,9,9.26,56,6.38,9,2.97
"2023-02","Campania",48,745,57637,12.93,228,27.11,212,12.81,256,10.49,49,5.93
"2023-02","Apulia",56,654,70138,9.32,134,29.73,166,17.12,291,7.22,63,4.03
"2023-02","Basilicata",9,79,16080,4.91,19,17.19,20,9.23,35,5.39,5,0.79
"2023-02","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2023-02","Sicily",92,1251,114586,10.92,151,31.62,179,14.41,723,10.37,198,7.16
"2023-02","Sardinia",14,135,18996,7.11,32,26.47,37,13.6,60,5.45,6,1.48
"2023-03","Piedmont",59,754,81612,9.24,76,17.47,91,8.65,449,9.7,138,6.75
"2023-03","Aosta Valley",2,25,2729,9.16,0,0,1,12.99,23,11.48,1,1.54
"2023-03","Lombardy",211,2636,295414,8.92,463,26.39,350,8.33,1459,8.63,364,5.45
"2023-03","AP Bolzano",7,46,9577,4.8,13,13.29,19,8.28,13,2.67,1,0.69
"2023-03","AP Trento",10,74,14481,5.11,6,10.49,10,5.1,52,6.07,6,1.77
"2023-03","Veneto",85,866,120455,7.19,146,17.57,123,6.29,472,7.22,125,4.58
"2023-03","Friuli-Venezia Giulia",18,116,24234,4.79,25,14.55,22,5.11,54,4.34,15,2.6
"2023-03","Liguria",43,356,57535,6.19,30,14.37,31,5.28,232,7,63,3.83
"2023-03","Emilia-Romagna",74,763,94704,8.06,111,18.73,163,10.6,395,7.62,94,4.35
"2023-03","Tuscany",35,541,46422,11.65,95,34.11,94,13.28,248,9.69,104,9.48
"2023-03","Umbria",16,137,18122,7.56,20,19.98,19,7.32,77,7.35,21,5.18
"2023-03","Marche",39,450,46905,9.59,81,24.06,77,7.99,221,9.3,71,7.01
"2023-03","Lazio",181,1929,239036,8.07,202,21.39,247,9.79,1200,8.13,280,4.94
"2023-03","Abruzzo",25,475,29522,16.09,112,44.94,133,25.21,183,11.79,47,7.54
"2023-03","Molise",0,0,0,0,0,0,0,0,0,0,0,0
"2023-03","Campania",48,667,59063,11.29,192,27.52,185,12.67,223,7.97,67,7.05
"2023-03","Apulia",69,775,90158,8.6,147,30.58,182,17.31,378,7,68,3.27
"2023-03","Basilicata",9,74,16080,4.6,25,22.62,19,8.77,25,3.85,5,0.79
"2023-03","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2023-03","Sicily",110,1586,132763,11.95,245,39.71,312,20.48,772,9.67,257,8.16
"2023-03","Sardinia",14,138,18996,7.26,49,40.53,51,18.75,28,2.55,10,2.46
"2023-04","Piedmont",54,690,73200,9.43,74,20.63,95,10.75,420,9.92,101,5.48
"2023-04","Aosta Valley",2,12,2729,4.4,0,0,0,0,12,5.99,0,0
"2023-04","Lombardy",207,2585,289718,8.92,549,28.24,409,9.02,1330,8.22,297,4.71
"2023-04","AP Bolzano",7,44,9584,4.59,6,9.36,12,8.02,24,4.43,2,0.99
"2023-04","AP Trento",9,58,13062,4.44,2,3.5,8,4.17,43,5.74,5,1.62
"2023-04","Veneto",83,740,116520,6.35,129,15.6,114,5.57,421,6.85,76,2.88
"2023-04","Friuli-Venezia Giulia",19,154,24486,6.29,32,15.41,36,7.28,71,5.92,15,2.74
"2023-04","Liguria",35,333,46779,7.12,48,22.99,50,8.95,191,7.42,44,3.29
"2023-04","Emilia-Romagna",72,763,94961,8.03,128,24.34,126,8.89,417,7.84,92,4.12
"2023-04","Tuscany",41,559,54258,10.3,95,33.46,81,11.29,327,10.63,56,4.15
"2023-04","Umbria",12,103,12849,8.02,21,20.98,20,8.31,53,8.09,9,3.12
"2023-04","Marche",36,345,42400,8.14,89,23.79,74,7.51,154,7.49,28,3.4
"2023-04","Lazio",190,1913,252088,7.59,192,20.48,257,10.09,1197,7.61,267,4.45
"2023-04","Abruzzo",25,454,29666,15.3,137,49.35,145,25.06,136,9.18,36,5.73
"2023-04","Molise",13,83,14496,5.73,10,23.98,9,9.04,57,5.94,7,2.01
"2023-04","Campania",52,709,63857,11.1,150,20.12,153,9.56,325,10.84,81,7.78
"2023-04","Apulia",77,926,100573,9.21,137,24.5,192,15.17,496,8.4,101,4.34
"2023-04","Basilicata",9,92,16080,5.72,27,24.43,23,10.61,36,5.55,6,0.95
"2023-04","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2023-04","Sicily",109,1279,132908,9.62,204,36.85,278,20.14,640,7.89,157,4.85
"2023-04","Sardinia",13,146,17488,8.35,61,50.45,46,16.96,39,3.9,0,0
"2023-05","Piedmont",51,627,71219,8.8,51,13.77,125,14.65,356,8.68,95,5.29
"2023-05","Aosta Valley",2,11,2729,4.03,0,0,1,12.99,10,4.99,0,0
"2023-05","Lombardy",215,2666,297910,8.95,539,30.58,493,11.51,1375,8.08,259,3.84
"2023-05","AP Bolzano",7,70,9785,7.15,18,26.71,18,11.03,33,6.06,1,0.49
"2023-05","AP Trento",9,70,13368,5.24,8,13.99,13,6.82,35,4.54,14,4.4
"2023-05","Veneto",77,649,107531,6.04,121,15.49,111,6.05,340,5.94,77,3.19
